9026
36768	$100	7
37671	$30	5
24711	%	19
13696	((	7
3757	-1	198
8953	-2	105
3758	-3	145
3759	-4	61
10234	.S	19
13347	.com	50
3760	.jp	55
3761	.s	13
0	0	137
3762	00	505
3763	000	369
8954	01	21
8955	02	25
8956	03	40
25383	030	5
6584	04	21
10235	045	7
32436	05	15
24143	06	20
17052	07	16
5378	08	24
8174	080	16
8957	09	33
36769	0m	7
16225	0円	9
14042	0分	77
5379	0時	26
15534	0歳	35
1	1	1512
24939	1.5km	13
17597	1.5倍	11
3764	10	706
36842	10 years	10
8958	10%	19
2	100	298
18576	100%	62
8959	1000	90
27341	10000	14
17053	10000円	18
8960	1000m	7
8961	1000メートル	5
10236	1000人	16
3	1000円	395
14737	1000円札	7
21989	1000年	29
20994	1000点	5
8004	100m	67
8005	100メートル	38
4	100万	15
15739	100万人	9
28000	100万円	6
15109	100人	48
10237	100件	6
22924	100倍	12
5	100円	544
6585	100円ショップ	66
6	100円バス	23
10238	100円均一	15
22688	100円玉	18
17054	100円硬貨	7
23123	100分	18
8006	100周年	35
27469	100回	5
7	100均	51
8	100年	113
11792	100年前	17
9	100本	11
9896	100点	19
10239	100種	23
17488	100％	22
37407	101	7
35030	1030	5
31185	1030円	5
17810	104	7
3765	105	6
19364	1050円	12
15222	105円	6
3766	106	7
25860	108	7
10240	1080円	27
17373	109	29
24839	109シネマズ	7
10	10km	9
6586	10m	34
13926	10キロ	12
11	10パーセント	5
5380	10万	19
11793	10万人	7
25949	10両編成	5
6587	10人	95
12	10代	35
33773	10件	7
23124	10倍	17
6588	10円	32
6589	10円玉	5
13	10分	1408
15110	10分間	31
11794	10周年	27
8962	10回	48
10241	10基	6
5381	10年	209
6590	10年ぶり	75
8963	10年前	42
27413	10年後	6
31399	10年間	9
10242	10度	9
5382	10日	59
3767	10日間	7
14	10時	424
15	10月	332
10243	10月10日	11
13045	10月11日	5
10244	10月12日	10
27470	10月14日	9
21045	10月15日	6
31400	10月19日	6
7607	10月1日	34
21896	10月27日	9
27394	10月30日	8
13796	10月31日	9
23125	10月8日	5
17698	10月9日	7
24480	10月上旬	7
17055	10月下旬	7
8964	10月中旬	21
5383	10本	14
27135	10枚	20
16448	10歳	26
30924	10番	11
17056	10秒	8
35885	10種	5
11795	10種類	22
16638	10階	29
16	11	299
17374	110	15
23562	1100	7
3768	1100円	42
33876	1100年	6
17057	110cm	5
11796	110円	7
35754	110分	6
26718	110周年	6
32509	110年	7
15535	111	13
16639	117	5
24059	11am	8
22764	11世紀	6
27414	11人	6
27698	11代	8
25737	11号	6
11797	11年	18
21990	11日	18
17	11時	286
3769	11月	392
26595	11月10日	9
7608	11月11日	8
30797	11月13日	11
33546	11月14日	5
32574	11月15日	5
15223	11月16日	8
30798	11月17日	6
11798	11月18日	7
30799	11月19日	10
25141	11月1日	9
7609	11月20日	9
3770	11月21日	10
6591	11月22日	14
11799	11月23日	23
7610	11月24日	11
10245	11月25日	10
32813	11月27日	10
19049	11月28日	6
3771	11月29日	9
33035	11月2日	6
21747	11月30日	21
13797	11月3日	22
11800	11月5日	7
30800	11月8日	7
7611	11月上旬	15
7612	11月下旬	59
7613	11月中旬	51
32605	11枚	6
15740	11歳	7
31019	11番	8
26919	11種	5
34431	11階	14
18	12	333
25240	120	32
3772	1200	25
8555	12000	6
33233	12000円	5
19	1200円	100
26266	1200年	12
17375	120cm	10
22525	120センチ	5
21654	120円	8
18305	120分	19
22122	120周年	6
33014	120年	7
32103	125	5
17598	1250円	8
32016	1271年	5
21141	12人	5
10172	12分	48
9897	12回	7
22446	12年	27
22902	12才	5
19025	12日	20
20	12時	193
23460	12時間	6
21	12月	400
3773	12月10日	6
31849	12月12日	8
3774	12月13日	8
25452	12月14日	11
25738	12月16日	8
33098	12月17日	8
34771	12月19日	6
32770	12月1日	13
11801	12月20日	6
22	12月22日	7
19221	12月23日	11
23	12月24日	8
8965	12月25日	16
34669	12月26日	5
34699	12月27日	7
27471	12月29日	14
25640	12月2日	6
33412	12月30日	10
14594	12月31日	15
31465	12月3日	8
27093	12月4日	6
3775	12月6日	11
25809	12月7日	5
18415	12月8日	5
31776	12月9日	6
3776	12月上旬	36
8966	12月下旬	10
24	12月中旬	25
27652	12枚	7
33234	12歳	7
22085	12番	10
15741	12種	12
34690	12階	14
6592	13	174
6593	13.	5
10246	130	18
23493	1300	16
3777	1300円	59
21795	1300年	12
30801	130円	17
24310	130分	6
33200	130年	6
10173	134	25
22803	135	8
24900	1350円	8
37990	1394	5
21588	13世紀	11
17721	13分	25
11802	13年	19
22476	13日	22
25	13時	140
22526	13歳	6
33380	13番	11
27801	13階	8
5384	14	161
18851	140	13
8967	1400	5
18929	1400円	40
22127	1400年	11
8968	140円	13
24311	140分	7
21616	140年	10
3778	1457年	6
18188	14世紀	7
17811	14号	5
8969	14年	14
14810	14日	28
5385	14時	120
8970	14歳	7
21796	14番	6
3779	15	333
3780	150	59
14811	1500	27
17058	15000	5
21414	15000円	5
34262	1500人	5
26	1500円	162
30914	1500年	5
27472	150m	10
23553	150人	5
6594	150円	85
24312	150分	9
13697	150周年	18
17489	150年	39
38192	1573	5
33002	1590	8
27136	1590年	13
37862	1593年	6
33172	1596年	6
21089	1597年	5
37855	1598年	5
14152	15km	7
18530	15m	16
6595	15世紀	9
25241	15人	22
27137	15代	11
27	15分	952
17376	15分間	15
11803	15周年	13
17490	15回	8
5386	15年	77
28	15年ぶり	26
26677	15年前	12
11804	15日	48
5387	15時	187
9974	15歳	12
17599	15番	8
35593	15秒	5
3781	16	249
18024	160	6
17600	1600	14
8971	1600円	51
27685	1600年	10
34007	1600年代	6
22836	1601年	5
34797	1603年	6
34898	1606年	5
8175	160円	13
26354	1611	5
26355	1611年	5
34432	1615	7
10247	1620円	5
22800	1620年	5
32180	1624	7
35809	1624年	8
33849	1627年	6
30595	1630	9
35570	1630年	5
37950	1631年	5
38004	1635年	6
32158	1636年	7
37938	1639年	5
34009	1641年	5
27138	1648	5
32173	1648年	6
37609	1653年	5
37893	1654年	5
38137	1657	6
26568	1657年	12
38018	1661	6
22682	16世紀	18
24313	16分	9
14449	16号	18
12453	16年	19
10248	16日	27
29	16時	198
27342	16番	6
3782	17	209
6596	170	10
17991	1700	7
19539	1700円	29
32638	170円	16
37953	1751	5
24230	17世紀	71
25354	17分	10
35515	17号	6
12454	17年	15
10249	17日	19
30	17時	201
3783	18	170
8972	180	14
16541	1800	11
8176	1800円	60
14043	180円	16
8177	180度	14
32696	1853年	5
18696	1854年	5
