9026
5520	 競技会	10
36631	$100	7
37521	$30	5
6719	%	173
13808	((	9
18555	(株)	7
3894	.S	31
13458	.com	50
3895	.jp	55
0	0	137
3896	00	505
3897	000	369
15741	007	5
9083	01	21
9084	02	25
9085	03	40
25379	030	5
6720	04	21
10358	045	7
32328	05	15
24159	06	20
17149	07	16
5521	08	24
8302	080	16
9086	09	33
34580	0m	9
16324	0円	9
14158	0分	77
5522	0時	26
15637	0歳	36
1	1	1512
24940	1.5km	13
17670	1.5倍	11
3898	10	706
36704	10 years	10
9087	10%	19
2	100	298
17568	100%	82
9088	1000	90
27319	10000	14
17150	10000円	18
9089	1000m	10
10359	1000人	16
3	1000円	405
14844	1000円札	7
22023	1000年	29
21038	1000点	5
33118	100cm	5
8138	100m	100
4	100万	15
15841	100万人	9
27958	100万円	6
5	100人	67
10360	100件	6
22957	100倍	12
6	100円	547
6721	100円ショップ	66
7	100円バス	23
10361	100円均一	15
22723	100円玉	18
17151	100円硬貨	7
23150	100分	18
8139	100周年	35
27444	100回	5
8	100均	56
9	100年	113
11911	100年前	17
10	100本	11
10017	100点	19
10362	100種	23
37266	101	7
34911	1030	5
31074	1030円	5
17885	104	7
3899	105	6
19434	1050円	12
15327	105円	6
3900	106	7
25851	108	7
10363	1080円	27
17458	109	29
24849	109シネマズ	7
11	10km	9
6722	10m	34
14040	10キロ	12
12	10パーセント	5
5523	10万	19
11912	10万人	7
25941	10両編成	5
6723	10人	95
13	10代	35
33658	10件	7
23151	10倍	17
6724	10円	32
6725	10円玉	5
14	10分	1408
15218	10分間	31
11913	10周年	27
9090	10回	48
10364	10基	6
5524	10年	209
6726	10年ぶり	75
9091	10年前	42
27387	10年後	6
31291	10年間	9
10365	10度	9
5525	10日	59
3901	10日間	7
15	10時	424
16	10月	479
10366	10月10日	11
13157	10月11日	5
10367	10月12日	10
24491	10月13日	5
27445	10月14日	9
21088	10月15日	6
31292	10月19日	6
7742	10月1日	34
21931	10月27日	9
27370	10月30日	8
13906	10月31日	9
23152	10月8日	5
17770	10月9日	11
24492	10月上旬	7
17152	10月下旬	7
9092	10月中旬	21
5526	10本	14
27117	10枚	20
9093	10歳	30
30817	10番	11
17153	10秒	8
35761	10種	5
11914	10種類	22
16737	10階	29
17	11	299
17459	110	15
23583	1100	7
3902	1100円	43
33760	1100年	6
17154	110cm	8
11915	110円	7
35629	110分	6
26702	110周年	6
32399	110年	7
15638	111	13
16738	117	5
24074	11AM	8
24119	11PM	5
22799	11世紀	6
27388	11人	6
27662	11代	8
25726	11号	6
11916	11年	18
22024	11日	18
18	11時	286
19	11月	548
26574	11月10日	9
7743	11月11日	8
30690	11月13日	11
33430	11月14日	5
32462	11月15日	5
15328	11月16日	8
30691	11月17日	6
11917	11月18日	7
30692	11月19日	10
25140	11月1日	9
7744	11月20日	9
3903	11月21日	10
6727	11月22日	14
11918	11月23日	24
7745	11月24日	11
10368	11月25日	10
32704	11月27日	10
19121	11月28日	6
3904	11月29日	9
32920	11月2日	6
21787	11月30日	21
13907	11月3日	22
11919	11月5日	7
30693	11月8日	7
7746	11月上旬	15
7747	11月下旬	59
7748	11月中旬	51
32493	11枚	6
15842	11歳	7
30909	11番	8
26904	11種	5
34310	11階	14
20	12	333
25239	120	32
3905	1200	25
8687	12000	6
33119	12000円	5
22507	1200m	7
21	1200円	101
26243	1200年	12
17460	120cm	14
21694	120円	9
18386	120分	19
22157	120周年	6
32901	120年	7
31991	125	5
17671	1250円	8
31904	1271年	5
21184	12人	5
10296	12分	48
10018	12回	7
22478	12年	27
19096	12日	20
22	12時	193
23484	12時間	6
23	12月	556
3906	12月10日	6
31738	12月12日	8
3907	12月13日	8
25444	12月14日	11
25727	12月16日	9
32983	12月17日	8
34655	12月19日	6
32660	12月1日	13
11920	12月20日	6
24	12月22日	7
19290	12月23日	20
25	12月24日	8
9094	12月25日	16
34548	12月26日	5
34581	12月27日	7
27446	12月29日	14
25630	12月2日	6
33296	12月30日	10
14705	12月31日	15
31358	12月3日	8
27075	12月4日	6
3908	12月6日	11
25796	12月7日	5
18494	12月8日	5
26290	12月9日	13
3909	12月上旬	36
9095	12月下旬	10
26	12月中旬	25
27617	12枚	7
22934	12歳	11
22121	12番	10
15843	12種	12
34571	12階	14
6728	13	174
6729	13.	5
10369	130	18
23515	1300	16
3910	1300円	60
21833	1300年	12
30694	130円	17
24323	130分	6
33087	130年	6
10297	134	25
22838	135	8
24905	1350円	8
37834	1394	5
21630	13世紀	11
17794	13分	25
11921	13年	19
22508	13日	22
27	13時	140
22557	13歳	7
33266	13番	11
27759	13階	8
28	14	177
18919	140	13
9096	1400	5
18997	1400円	40
22162	1400年	11
9097	140円	13
24324	140分	7
21658	140年	10
3911	1457年	6
18267	14世紀	7
17886	14号	5
9098	14年	14
14915	14日	28
5527	14時	120
9099	14歳	7
21834	14番	6
3912	15	333
3913	150	59
14916	1500	27
17155	15000	5
21457	15000円	5
31116	1500m	6
34141	1500人	5
29	1500円	164
30807	1500年	5
27447	150m	10
23574	150人	5
6730	150円	86
24325	150分	9
13809	150周年	18
17569	150年	39
38035	1573	5
32888	1590	8
27118	1590年	13
37709	1593年	6
33057	1596年	6
21131	1597年	5
37702	1598年	5
14266	15km	7
18606	15m	16
6731	15世紀	9
25240	15人	22
27119	15代	11
30	15分	952
17461	15分間	15
11922	15周年	13
17570	15回	8
5528	15年	77
31	15年ぶり	26
26663	15年前	12
11923	15日	48
5529	15時	187
10094	15歳	12
17672	15番	8
35468	15秒	5
3914	16	249
18102	160	6
17673	1600	14
9100	1600円	51
27649	1600年	10
33887	1600年代	6
22870	1601年	5
34682	1603年	6
34780	1606年	5
8303	160円	13
26333	1611	5
26334	1611年	5
34311	1615	7
10370	1620円	5
22835	1620年	5
32069	1624	7
35687	1624年	8
33733	1627年	6
30492	1630	9
35444	1630年	5
37795	1631年	5
37848	1635年	6
32048	1636年	7
37783	1639年	5
33889	1641年	5
27120	1648	5
32063	1648年	6
37460	1653年	5
37740	1654年	5
37980	1657	6
26547	1657年	12
37862	1661	6
22716	16世紀	18
24326	16分	9
14558	16号	18
12565	16年	19
10371	16日	27
32	16時	198
27320	16番	6
3915	17	209
6732	170	10
18069	1700	7
19610	1700円	29
32524	170円	16
37798	1751	5
24244	17世紀	71
25349	17分	10
35386	17号	6
12566	17年	15
10372	17日	19
33	17時	201
3916	18	170
9101	180	14
16641	1800	11
8304	1800円	64
16172	180cm	5
14159	180円	16
8305	180度	16
32585	1853年	5
18768	1854年	5
37845	1858年	7
22497	1860年	7
10373	1868	5
18839	1868年	9
22393	1869年	7
12567	1870年	6
22442	1872年	9
27121	1873年	7
22970	1874年	6
21769	1875年	7
16739	1876年	6
35328	1878年	6
14470	1879年	6
17919	1880年	5
26377	1882年	11
33721	1883	5
26386	1890年	6
22608	1892年	6
10374	1894年	5
19333	1896年	12
16173	1898年	5
24245	18世紀	17
27287	18分	13
10375	18年	27
19673	18度	6
21108	18日	23
34	18時	171
16642	18歳	24
14917	18歳以上	8
14347	18番	10
3917	19	126
27448	1900	7
10376	1900円	11
25631	1900年	9
3918	1906年	6
11924	1908年	5
21305	1909年	7
6733	190円	5
14348	1910年	6
11925	1911年	7
35059	1912	5
33241	1912年	5
11926	1914	5
21853	1914年	6
18351	1917年	10
33559	1919年	6
11927	1920	6
32649	1920年	7
21801	1922年	7
10377	1923	8
31686	1923年	14
13459	1924年	9
32400	1925年	6
21060	1926	7
16325	1926年	12
18352	1927年	17
35547	1928年	6
14845	1929年	16
8688	1930	9
8689	1930年	17
18769	1931年	5
21388	1932年	6
21132	1933年	9
19122	1934年	7
22272	1935	5
35897	1935年	6
21089	1936年	8
26271	1938年	7
32642	1944年	7
22836	1945年	15
37569	1948年	5
23386	1950年	5
16326	1951年	7
33431	1952年	5
21854	1954年	9
22878	1957年	9
15844	1958年	7
33525	1959年	7
8690	1960年	11
5530	1960年代	14
8691	1961年	11
15329	1962年	8
26779	1963年	6
22822	1964	6
26291	1964年	21
14706	1965年	7
35107	1966年	6
15639	1968年	8
13158	1969年	10
3919	1970	13
34827	1970年	10
6734	1970年代	15
18353	1971年	6
10378	1972年	8
34142	1974年	5
33496	1977年	6
16740	1978年	7
10379	1980円	7
22251	1980年	11
11928	1980年代	10
18770	1981年	7
22803	1982	6
22125	1983年	5
21442	1984年	7
27618	1985年	6
10380	1986年	7
18268	1987年	6
16741	1988年	12
35	1989年	16
10381	1990年	13
19074	1990年代	5
19075	1991年	7
22837	1992年	9
8306	1993年	17
18387	1994年	5
8307	1995年	13
21770	1996年	9
14349	1997年	8
22126	1998年	7
14918	1999年	15
14471	19世紀	29
26215	19年	7
16174	19日	17
36	19時	152
15330	19歳	5
37745	19番	5
34842	1B	5
3920	1D	20
5531	1km	52
6735	1m	9
37	1か月	30
38	1つ	761
13460	1丁目	59
